#CANONICAL_CLASS_NAME "AUTHOR"
java.applet.Applet "Arthur van Hoff"
java.applet.AppletContext "Arthur van Hoff"
java.applet.AppletStub "Arthur van Hoff"
java.applet.AudioClip "Arthur van Hoff"
java.awt.ActiveEvent "Timothy Prinzing"
java.awt.Adjustable "Amy Fowler"
java.awt.AlphaComposite "UNKNOWN"
java.awt.AttributeValue "UNKNOWN"
java.awt.AWTError "Arthur van Hoff"
java.awt.AWTEvent "Carl Quinn"
java.awt.AWTEventMulticaster "John Rose"
java.awt.AWTException "Arthur van Hoff"
java.awt.AWTKeyStroke "Arnaud Weber"
java.awt.AWTPermission "Marianne Mueller"
java.awt.BasicStroke "Jim Graham"
java.awt.BorderLayout "Arthur van Hoff"
java.awt.BufferCapabilities "Michael Martak"
java.awt.Button "Sami Shaio"
java.awt.Canvas "Sami Shaio"
java.awt.CardLayout "Arthur van Hoff"
java.awt.Checkbox "Sami Shaio"
java.awt.CheckboxGroup "Sami Shaio"
java.awt.CheckboxMenuItem "Sami Shaio"
java.awt.Choice "Sami Shaio"
java.awt.color.CMMException "gbp"
java.awt.color.ColorSpace "UNKNOWN"
java.awt.color.ICC_ColorSpace "UNKNOWN"
java.awt.color.ICC_Profile "UNKNOWN"
java.awt.color.ICC_ProfileGray "UNKNOWN"
java.awt.color.ICC_ProfileRGB "UNKNOWN"
java.awt.color.ProfileDataException "UNKNOWN"
java.awt.Color "Sami Shaio"
java.awt.ColorPaintContext "UNKNOWN"
java.awt.Component "Arthur van Hoff"
java.awt.ComponentOrientation "UNKNOWN"
java.awt.Composite "UNKNOWN"
java.awt.CompositeContext "UNKNOWN"
java.awt.Conditional "David Mendenhall"
java.awt.Container "Arthur van Hoff"
java.awt.ContainerOrderFocusTraversalPolicy "David Mendenhall"
java.awt.Cursor "Amy Fowler"
java.awt.datatransfer.Clipboard "Amy Fowler"
java.awt.datatransfer.ClipboardOwner "Amy Fowler"
java.awt.datatransfer.DataFlavor "Blake Sullivan"
java.awt.datatransfer.FlavorEvent "Alexander Gerasimov"
java.awt.datatransfer.FlavorListener "Alexander Gerasimov"
java.awt.datatransfer.FlavorMap "UNKNOWN"
java.awt.datatransfer.FlavorTable "David Mendenhall"
java.awt.datatransfer.MimeType "UNKNOWN"
java.awt.datatransfer.MimeTypeParameterList "jeff.dunn@eng.sun.com"
java.awt.datatransfer.MimeTypeParseException "UNKNOWN"
java.awt.datatransfer.StringSelection "UNKNOWN"
java.awt.datatransfer.SystemFlavorMap "UNKNOWN"
java.awt.datatransfer.Transferable "Amy Fowler"
java.awt.datatransfer.UnsupportedFlavorException "Amy Fowler"
java.awt.DefaultFocusTraversalPolicy "David Mendenhall"
java.awt.DefaultKeyboardFocusManager "David Mendenhall"
java.awt.Desktop "Armin Chen"
java.awt.Dialog "Sami Shaio"
java.awt.Dimension "Sami Shaio"
java.awt.DisplayMode "Michael Martak"
java.awt.dnd.Autoscroll "UNKNOWN"
java.awt.dnd.DnDConstants "UNKNOWN"
java.awt.dnd.DnDEventMulticaster "UNKNOWN"
java.awt.dnd.DragGestureEvent "UNKNOWN"
java.awt.dnd.DragGestureListener "UNKNOWN"
java.awt.dnd.DragGestureRecognizer "Laurence P. G. Cable"
java.awt.dnd.DragSource "UNKNOWN"
java.awt.dnd.DragSourceAdapter "David Mendenhall"
java.awt.dnd.DragSourceContext "UNKNOWN"
java.awt.dnd.DragSourceDragEvent "UNKNOWN"
java.awt.dnd.DragSourceDropEvent "UNKNOWN"
java.awt.dnd.DragSourceEvent "UNKNOWN"
java.awt.dnd.DragSourceListener "UNKNOWN"
java.awt.dnd.DragSourceMotionListener "UNKNOWN"
java.awt.dnd.DropTarget "UNKNOWN"
java.awt.dnd.DropTargetAdapter "David Mendenhall"
java.awt.dnd.DropTargetContext "UNKNOWN"
java.awt.dnd.DropTargetDragEvent "UNKNOWN"
java.awt.dnd.DropTargetDropEvent "UNKNOWN"
java.awt.dnd.DropTargetEvent "UNKNOWN"
java.awt.dnd.DropTargetListener "UNKNOWN"
java.awt.dnd.InvalidDnDOperationException "UNKNOWN"
java.awt.dnd.MouseDragGestureRecognizer "Laurence P. G. Cable"
java.awt.dnd.peer.DragSourceContextPeer "UNKNOWN"
java.awt.dnd.peer.DropTargetContextPeer "UNKNOWN"
java.awt.dnd.peer.DropTargetPeer "UNKNOWN"
java.awt.dnd.SerializationTester "UNKNOWN"
java.awt.event.ActionEvent "Carl Quinn"
java.awt.event.ActionListener "Carl Quinn"
java.awt.event.AdjustmentEvent "Amy Fowler"
java.awt.event.AdjustmentListener "Amy Fowler"
java.awt.event.AWTEventListener "Fred Ecks"
java.awt.event.AWTEventListenerProxy "UNKNOWN"
java.awt.event.ComponentAdapter "Carl Quinn"
java.awt.event.ComponentEvent "Carl Quinn"
java.awt.event.ComponentListener "Carl Quinn"
java.awt.event.ContainerAdapter "Amy Fowler"
java.awt.event.ContainerEvent "Tim Prinzing"
java.awt.event.ContainerListener "Tim Prinzing"
java.awt.event.FocusAdapter "Carl Quinn"
java.awt.event.FocusEvent "Carl Quinn"
java.awt.event.FocusListener "Carl Quinn"
java.awt.event.HierarchyBoundsAdapter "David Mendenhall"
java.awt.event.HierarchyBoundsListener "David Mendenhall"
java.awt.event.HierarchyEvent "David Mendenhall"
java.awt.event.HierarchyListener "David Mendenhall"
java.awt.event.InputEvent "Carl Quinn"
java.awt.event.InputMethodEvent "JavaSoft Asia/Pacific"
java.awt.event.InputMethodListener "JavaSoft Asia/Pacific"
java.awt.event.InvocationEvent "Fred Ecks"
java.awt.event.ItemEvent "Carl Quinn"
java.awt.event.ItemListener "Amy Fowler"
java.awt.event.KeyAdapter "Carl Quinn"
java.awt.event.KeyEvent "Carl Quinn"
java.awt.event.KeyListener "Carl Quinn"
java.awt.event.MouseAdapter "Carl Quinn"
java.awt.event.MouseEvent "Carl Quinn"
java.awt.event.MouseListener "Carl Quinn"
java.awt.event.MouseMotionAdapter "Amy Fowler"
java.awt.event.MouseMotionListener "Amy Fowler"
java.awt.event.MouseWheelEvent "Brent Christian"
java.awt.event.MouseWheelListener "Brent Christian"
java.awt.event.NativeLibLoader "UNKNOWN"
java.awt.event.PaintEvent "Amy Fowler"
java.awt.event.TextEvent "Georges Saab"
java.awt.event.TextListener "Georges Saab"
java.awt.event.WindowAdapter "Carl Quinn"
java.awt.event.WindowEvent "Carl Quinn"
java.awt.event.WindowFocusListener "David Mendenhall"
java.awt.event.WindowListener "Carl Quinn"
java.awt.event.WindowStateListener "UNKNOWN"
java.awt.Event "Sami Shaio"
java.awt.EventDispatchThread "Tom Ball"
java.awt.EventFilter "UNKNOWN"
java.awt.EventQueue "Thomas Ball"
java.awt.FileDialog "Sami Shaio"
java.awt.FlowLayout "Arthur van Hoff"
java.awt.FocusTraversalPolicy "David Mendenhall"
java.awt.font.CharArrayIterator "UNKNOWN"
java.awt.font.FontRenderContext "Charlton Innovations"
java.awt.font.GlyphJustificationInfo "UNKNOWN"
java.awt.font.GlyphMetrics "UNKNOWN"
java.awt.font.GlyphVector "Charlton Innovations"
java.awt.font.GraphicAttribute "UNKNOWN"
java.awt.font.ImageGraphicAttribute "UNKNOWN"
java.awt.font.LayoutPath "UNKNOWN"
java.awt.font.LineBreakMeasurer "UNKNOWN"
java.awt.font.LineMetrics "UNKNOWN"
java.awt.font.MultipleMaster "UNKNOWN"
java.awt.font.NumericShaper "UNKNOWN"
java.awt.font.OpenType "UNKNOWN"
java.awt.font.ShapeGraphicAttribute "UNKNOWN"
java.awt.font.StyledParagraph "UNKNOWN"
java.awt.font.TextAttribute "UNKNOWN"
java.awt.font.TextHitInfo "UNKNOWN"
java.awt.font.TextJustifier "UNKNOWN"
java.awt.font.TextLayout "UNKNOWN"
java.awt.font.TextLine "UNKNOWN"
java.awt.font.TextMeasurer "John Raley"
java.awt.font.TransformAttribute "UNKNOWN"
java.awt.Font "UNKNOWN"
java.awt.FontFormatException "Parry Kejriwal"
java.awt.FontMetrics "Jim Graham"
java.awt.Frame "Sami Shaio"
java.awt.geom.AffineTransform "Jim Graham"
java.awt.geom.Arc2D "Jim Graham"
java.awt.geom.ArcIterator "Jim Graham"
java.awt.geom.Area "UNKNOWN"
java.awt.geom.CubicCurve2D "Jim Graham"
java.awt.geom.CubicIterator "Jim Graham"
java.awt.geom.Dimension2D "Jim Graham"
java.awt.geom.Ellipse2D "Jim Graham"
java.awt.geom.EllipseIterator "Jim Graham"
java.awt.geom.FlatteningPathIterator "Jim Graham"
java.awt.geom.GeneralPath "Jim Graham"
java.awt.geom.IllegalPathStateException "UNKNOWN"
java.awt.geom.Line2D "Jim Graham"
java.awt.geom.LineIterator "Jim Graham"
java.awt.geom.NoninvertibleTransformException "UNKNOWN"
java.awt.geom.Path2D "Jim Graham"
java.awt.geom.PathIterator "Jim Graham"
java.awt.geom.Point2D "Jim Graham"
java.awt.geom.QuadCurve2D "Jim Graham"
java.awt.geom.QuadIterator "Jim Graham"
java.awt.geom.Rectangle2D "Jim Graham"
java.awt.geom.RectangularShape "Jim Graham"
java.awt.geom.RectIterator "Jim Graham"
java.awt.geom.RoundRectangle2D "Jim Graham"
java.awt.geom.RoundRectIterator "Jim Graham"
java.awt.GradientPaint "UNKNOWN"
java.awt.GradientPaintContext "UNKNOWN"
java.awt.Graphics "Sami Shaio"
java.awt.Graphics2D "Jim Graham"
java.awt.GraphicsCallback "UNKNOWN"
java.awt.GraphicsConfigTemplate "UNKNOWN"
java.awt.GraphicsConfiguration "UNKNOWN"
java.awt.GraphicsDevice "UNKNOWN"
java.awt.GraphicsEnvironment "UNKNOWN"
java.awt.GridBagConstraints "Doug Stein"
java.awt.GridBagLayout "Doug Stein"
java.awt.GridBagLayoutInfo "UNKNOWN"
java.awt.GridLayout "Arthur van Hoff"
java.awt.HeadlessException "Michael Martak"
java.awt.IllegalComponentStateException "Jonni Kanerva"
java.awt.im.InputContext "JavaSoft Asia/Pacific"
java.awt.im.InputMethodHighlight "UNKNOWN"
java.awt.im.InputMethodRequests "JavaSoft Asia/Pacific"
java.awt.im.InputSubset "UNKNOWN"
java.awt.im.spi.InputMethod "JavaSoft International"
java.awt.im.spi.InputMethodContext "JavaSoft International"
java.awt.im.spi.InputMethodDescriptor "UNKNOWN"
java.awt.image.AffineTransformOp "UNKNOWN"
java.awt.image.AreaAveragingScaleFilter "Jim Graham"
java.awt.image.BandCombineOp "UNKNOWN"
java.awt.image.BandedSampleModel "UNKNOWN"
java.awt.image.BufferedImage "UNKNOWN"
java.awt.image.BufferedImageFilter "UNKNOWN"
java.awt.image.BufferedImageOp "UNKNOWN"
java.awt.image.BufferStrategy "Michael Martak"
java.awt.image.ByteLookupTable "UNKNOWN"
java.awt.image.ColorConvertOp "UNKNOWN"
java.awt.image.ColorModel "UNKNOWN"
java.awt.image.ComponentColorModel "UNKNOWN"
java.awt.image.ComponentSampleModel "UNKNOWN"
java.awt.image.ConvolveOp "UNKNOWN"
java.awt.image.CropImageFilter "Jim Graham"
java.awt.image.DataBuffer "UNKNOWN"
java.awt.image.DataBufferByte "UNKNOWN"
java.awt.image.DataBufferDouble "UNKNOWN"
java.awt.image.DataBufferFloat "UNKNOWN"
java.awt.image.DataBufferInt "UNKNOWN"
java.awt.image.DataBufferShort "UNKNOWN"
java.awt.image.DataBufferUShort "UNKNOWN"
java.awt.image.DirectColorModel "UNKNOWN"
java.awt.image.FilteredImageSource "Jim Graham"
java.awt.image.ImageConsumer "Jim Graham"
java.awt.image.ImageFilter "Jim Graham"
java.awt.image.ImageObserver "Jim Graham"
java.awt.image.ImageProducer "Jim Graham"
java.awt.image.ImagingOpException "UNKNOWN"
java.awt.image.IndexColorModel "UNKNOWN"
java.awt.image.Kernel "UNKNOWN"
java.awt.image.LookupOp "UNKNOWN"
java.awt.image.LookupTable "UNKNOWN"
java.awt.image.MemoryImageSource "Jim Graham"
java.awt.image.MultiPixelPackedSampleModel "UNKNOWN"
java.awt.image.PackedColorModel "UNKNOWN"
java.awt.image.PixelGrabber "Jim Graham"
java.awt.image.PixelInterleavedSampleModel "UNKNOWN"
java.awt.image.Raster "UNKNOWN"
java.awt.image.RasterFormatException "UNKNOWN"
java.awt.image.RasterOp "UNKNOWN"
java.awt.image.renderable.ContextualRenderedImageFactory "UNKNOWN"
java.awt.image.renderable.ParameterBlock "UNKNOWN"
java.awt.image.renderable.RenderableImage "UNKNOWN"
java.awt.image.renderable.RenderableImageOp "UNKNOWN"
java.awt.image.renderable.RenderableImageProducer "UNKNOWN"
java.awt.image.renderable.RenderContext "UNKNOWN"
java.awt.image.renderable.RenderedImageFactory "UNKNOWN"
java.awt.image.RenderedImage "UNKNOWN"
java.awt.image.ReplicateScaleFilter "Jim Graham"
java.awt.image.RescaleOp "UNKNOWN"
java.awt.image.RGBImageFilter "Jim Graham"
java.awt.image.SampleModel "UNKNOWN"
java.awt.image.ShortLookupTable "UNKNOWN"
java.awt.image.SinglePixelPackedSampleModel "UNKNOWN"
java.awt.image.TileObserver "Thomas DeWeese"
java.awt.image.VolatileImage "UNKNOWN"
java.awt.image.WritableRaster "UNKNOWN"
java.awt.image.WritableRenderedImage "UNKNOWN"
java.awt.Image "Sami Shaio"
java.awt.ImageCapabilities "Michael Martak"
java.awt.Insets "Arthur van Hoff"
java.awt.ItemSelectable "Amy Fowler"
java.awt.JobAttributes "David Mendenhall"
java.awt.KeyboardFocusManager "David Mendenhall"
java.awt.KeyEventDispatcher "David Mendenhall"
java.awt.KeyEventPostProcessor "David Mendenhall"
java.awt.Label "Sami Shaio"
java.awt.LayoutManager "Sami Shaio"
java.awt.LayoutManager2 "Jonni Kanerva"
java.awt.LinearGradientPaint "Nicholas Talian"
java.awt.LinearGradientPaintContext "Nicholas Talian"
java.awt.List "Sami Shaio"
java.awt.MediaTracker "Jim Graham"
java.awt.Menu "Sami Shaio"
java.awt.MenuBar "Sami Shaio"
java.awt.MenuComponent "Arthur van Hoff"
java.awt.MenuContainer "Arthur van Hoff"
java.awt.MenuItem "Sami Shaio"
java.awt.MenuShortcut "Thomas Ball"
java.awt.ModalEventFilter "UNKNOWN"
java.awt.MouseInfo "Roman Poborchiy"
java.awt.MultipleGradientPaint "Nicholas Talian"
